,attendance_rate,participation_rate
3981,1.0,0.0
3982,0.67,0.0
3983,1.0,0.0
3984,1.0,0.0
3985,1.0,0.0
3986,0.67,0.0
3987,1.0,0.0
3988,1.0,0.0
3989,1.0,0.0
3990,1.0,0.0
3991,1.0,0.0
3992,1.0,0.0
3993,1.0,0.0
3994,0.67,0.0
3995,1.0,0.0
3996,1.0,0.0
3997,1.0,0.0
3998,1.0,0.0
3999,1.0,0.0
4000,1.0,0.0
4001,1.0,0.0
4002,1.0,0.0
4003,1.0,0.0
4004,1.0,0.0
4005,1.0,0.0
4006,1.0,0.0
4007,0.67,0.0
4008,1.0,0.0
4009,1.0,0.0
4010,1.0,0.0
4011,1.0,0.0
4012,1.0,0.0
4013,1.0,0.0
4014,0.67,0.0
4015,1.0,0.0
4016,1.0,0.0
4017,0.67,0.0
4018,1.0,0.0
4019,0.67,0.0
4020,1.0,0.0
4021,1.0,0.0
4022,1.0,0.0
4023,1.0,0.0
4024,1.0,0.0
4025,1.0,0.0
4026,1.0,0.0
4027,1.0,0.0
4028,1.0,0.0
4029,1.0,0.0
4030,1.0,0.0
4031,1.0,0.0
4032,1.0,0.0
4033,1.0,0.0
4034,1.0,0.0
4035,1.0,0.0
4036,1.0,0.0
4037,1.0,0.0
4038,1.0,0.0
4039,1.0,0.0
4040,1.0,0.0
4041,1.0,0.0
4042,1.0,0.0
4043,0.67,0.0
4044,1.0,0.0
4045,1.0,0.0
4046,1.0,0.0
4047,1.0,0.0
4048,1.0,0.0
4049,1.0,0.0
4050,1.0,0.0
4051,0.67,0.0
4052,1.0,0.0
4053,1.0,0.0
4054,1.0,0.0
4055,0.67,0.0
4056,0.33,0.0
4057,1.0,0.0
4058,0.67,0.0
4059,0.67,0.0
4060,1.0,0.0
4061,1.0,0.0
4062,1.0,0.0
4063,1.0,0.0
4064,1.0,0.0
4065,1.0,0.0
4066,0.67,0.0
4067,1.0,0.0
4068,1.0,0.0
4069,1.0,0.0
4070,1.0,0.0
4071,1.0,0.0
4072,0.67,0.0
4073,1.0,0.0
4074,1.0,0.0
4075,1.0,0.0
4076,1.0,0.0
4077,1.0,0.0
4078,1.0,0.0
4079,1.0,0.0
4080,,0.0
4081,,0.0
4082,,0.0
4083,,0.0
4084,,0.0
4085,,0.0
4086,1.0,0.0
4087,0.48,0.44
4088,0.93,1.15
4089,0.56,0.0
4090,1.0,2.93
4091,0.89,0.48
4092,0.89,2.63
4093,0.96,0.0
4094,1.0,2.11
4095,0.93,1.52
4096,0.93,0.0
4097,1.0,0.0
4098,0.67,0.93
4099,0.93,0.0
4100,0.96,0.48
4101,0.96,0.0
4102,0.96,2.44
4103,1.0,1.11
4104,,0.0
4105,,0.0
4106,,0.0
4107,,0.0
4108,,0.0
4109,,0.0
4110,,0.0
4111,,0.0
4112,,0.0
4113,1.0,0.0
4114,1.0,2.85
4115,0.85,0.0
4116,1.0,1.96
4117,0.89,0.07
4118,0.04,0.0
4119,0.04,0.0
4120,0.89,0.0
4121,0.7,2.89
4122,0.7,2.04
4123,0.96,0.0
4124,1.0,0.26
4125,0.81,1.19
4126,0.81,1.78
4127,0.89,0.22
4128,0.7,2.44
4129,1.0,0.07
4130,1.0,1.56
4131,0.78,1.52
4132,0.93,3.59
4133,0.59,2.19
4134,0.96,1.63
4135,1.0,0.0
4136,1.0,0.0
4137,0.93,0.85
4138,1.0,0.22
4139,0.89,0.0
4140,0.85,0.52
4141,0.3,0.0
4142,0.67,0.0
4143,0.96,0.93
4144,1.0,0.0
4145,1.0,0.26
4146,0.89,0.0
4147,1.0,1.96
4148,1.0,0.07
4149,0.48,0.0
4150,0.56,0.93
4151,0.85,0.0
4152,0.56,0.96
4153,0.3,0.0
4154,1.0,0.37
4155,0.96,2.63
4156,0.93,1.15
4157,0.15,0.0
4158,0.81,0.0
4159,1.0,0.0
4160,1.0,0.0
4161,0.56,1.15
4162,0.74,0.0
4163,0.89,1.44
4164,1.0,0.0
4165,0.41,0.26
4166,0.04,0.0
4167,0.89,0.0
4168,0.93,0.0
4169,1.0,0.0
4170,0.96,3.19
4171,1.0,2.63
4172,0.81,1.81
4173,1.0,1.22
4174,0.93,1.15
4175,0.89,2.19
4176,1.0,0.26
4177,0.74,0.0
4178,0.04,0.0
4179,0.41,0.0
4180,0.81,0.0
4181,0.74,0.04
4182,0.15,0.67
4183,0.81,0.0
4184,0.78,0.74
4185,0.63,0.15
4186,0.96,0.0
4187,0.93,0.0
4188,0.96,0.0
4189,0.93,0.19
4190,0.63,0.0
4191,0.52,0.0
4192,0.04,0.0
4193,0.7,0.0
4194,0.89,0.0
4195,0.52,0.0
4196,0.04,0.0
4197,0.04,0.0
4198,1.0,1.41
4199,1.0,1.41
4200,1.0,1.41
4201,0.15,0.0
4202,0.33,0.0
4203,0.59,2.85
4204,0.67,1.93
4205,0.7,0.0
4206,0.85,2.04
4207,0.56,0.0
4208,0.89,0.0
4209,0.93,0.0
4210,0.89,0.0
4211,0.96,0.0
4212,1.0,1.63
4213,0.96,1.22
4214,0.89,0.04
4215,0.96,1.56
4216,0.85,0.0
4217,0.89,0.37
4218,0.89,0.04
4219,0.89,1.0
4220,0.59,0.0
4221,0.67,0.0
4222,1.0,0.0
4223,1.0,0.7
4224,0.74,0.33
4225,1.0,1.3
4226,1.0,0.74
4227,0.67,0.0
4228,0.89,0.0
4229,0.78,0.52
4230,0.96,0.85
4231,0.67,1.07
4232,0.81,2.15
4233,0.89,0.81
4234,0.93,1.3
4235,1.0,0.56
4236,1.0,2.85
4237,0.63,0.0
4238,0.7,0.81
4239,1.0,0.0
4240,0.96,0.0
4241,0.81,2.48
4242,0.44,0.0
4243,0.93,1.26
4244,1.0,0.22
4245,0.89,0.04
4246,0.89,0.0
4247,1.0,0.0
4248,0.96,1.81
4249,0.93,2.96
4250,1.0,1.59
4251,0.93,0.56
4252,0.96,1.22
4253,1.0,0.0
4254,1.0,1.63
4255,0.89,0.0
4256,1.0,0.44
4257,1.0,0.0
4258,0.89,1.89
4259,0.85,0.41
4260,0.81,0.0
4261,0.78,0.0
4262,1.0,0.0
4263,0.74,0.0
4264,0.78,0.44
4265,0.67,0.0
4266,1.0,0.0
4267,1.0,2.11
4268,0.93,3.07
4269,0.96,0.0
4270,0.96,0.48
4271,0.93,0.0
4272,1.0,0.0
4273,0.96,0.04
4274,0.59,0.0
4275,0.81,0.22
4276,0.63,0.11
4277,0.56,0.0
4278,1.0,0.22
4279,0.96,0.74
4280,0.81,0.22
4281,0.93,0.15
4282,0.93,0.19
4283,0.78,0.44
4284,0.96,0.44
4285,1.0,1.52
4286,0.93,1.85
4287,0.96,3.74
4288,0.89,0.04
4289,0.81,0.19
4290,1.0,0.22
4291,0.96,1.44
4292,1.0,0.04
4293,0.96,0.0
4294,1.0,0.93
4295,1.0,2.04
4296,0.85,0.56
4297,0.7,0.0
4298,1.0,2.74
4299,0.85,0.11
4300,0.85,0.74
4301,0.63,0.11
4302,1.0,1.93
4303,1.0,1.63
4304,1.0,0.44
4305,0.59,1.07
4306,0.96,0.89
4307,0.74,0.0
4308,1.0,0.48
4309,,0.0
4310,,0.0
4311,0.78,0.0
4312,1.0,0.63
4313,0.63,0.0
4314,0.74,0.0
4315,0.74,0.0
4316,0.63,0.0
4317,0.81,0.0
4318,1.0,0.0
4319,0.74,0.07
4320,0.85,1.04
4321,1.0,0.0
4322,1.0,0.63
4323,0.67,2.85
4324,1.0,0.0
4325,1.0,2.26
4326,0.81,0.56
4327,0.74,0.52
4328,0.26,0.0
4329,1.0,0.33
4330,0.89,2.33
4331,0.81,2.37
4332,,0.0
4333,0.8,0.95
4334,,0.0
4335,,0.0
4336,,0.0
4337,,0.0
4338,,0.0
4339,0.95,1.65
4340,0.8,0.0
4341,0.95,1.15
4342,0.9,0.5
4343,0.6,1.65
4344,0.8,0.0
4345,0.95,0.25
4346,0.9,0.9
4347,0.75,0.8
4348,0.9,0.35
4349,0.95,1.4
4350,0.7,0.85
4351,1.0,0.25
4352,0.9,0.0
4353,0.7,0.0
4354,0.75,1.65
4355,0.95,0.45
4356,,0.0
4357,,0.0
4358,,0.0
4359,,0.0
4360,,0.0
4361,,0.0
4362,,0.0
4363,,0.0
4364,,0.0
4365,,0.0
4366,1.0,0.45
4367,1.0,0.2
4368,0.75,0.0
4369,,0.0
4370,0.85,1.55
4371,0.95,0.15
4372,1.0,1.7
4373,1.0,0.4
4374,0.7,1.45
4375,1.0,0.7
4376,1.0,0.35
4377,0.4,1.75
4378,0.9,0.45
4379,0.95,0.8
4380,0.95,0.65
4381,0.95,1.85
4382,0.3,1.6
4383,0.9,0.5
4384,1.0,0.4
4385,1.0,1.85
4386,1.0,0.0
4387,1.0,0.2
4388,0.6,0.0
4389,0.95,1.0
4390,1.0,0.65
4391,0.8,0.3
4392,0.65,0.0
4393,0.75,2.05
4394,0.95,0.55
4395,0.9,1.5
4396,0.75,0.0
4397,1.0,0.0
4398,1.0,0.0
4399,0.85,0.0
4400,0.85,0.3
4401,0.65,0.15
4402,0.05,0.0
4403,0.55,0.0
4404,0.75,1.75
4405,0.9,0.0
4406,0.5,0.0
4407,1.0,0.0
4408,1.0,1.1
4409,0.95,0.0
4410,0.75,0.0
4411,0.75,0.0
4412,1.0,0.0
4413,0.7,1.5
4414,0.6,0.1
4415,0.6,0.6
4416,1.0,0.0
4417,0.55,1.75
4418,1.0,1.0
4419,1.0,1.5
4420,0.9,0.0
4421,1.0,1.75
4422,0.85,1.6
4423,0.35,1.55
4424,0.9,1.8
4425,1.0,0.3
4426,0.95,1.55
4427,0.95,1.85
4428,0.7,0.0
4429,0.05,0.0
4430,0.55,0.0
4431,0.95,0.0
4432,0.05,0.35
4433,0.2,0.3
4434,0.85,0.0
4435,0.85,1.5
4436,0.85,1.5
4437,0.85,1.5
4438,0.5,1.15
4439,0.85,1.6
4440,0.85,0.55
4441,0.65,0.0
4442,1.0,0.0
4443,0.55,0.0
4444,0.4,0.0
4445,0.65,0.0
4446,0.95,0.0
4447,0.35,0.0
4448,1.0,1.75
4449,0.55,1.45
4450,0.45,0.7
4451,1.0,1.9
4452,1.0,0.0
4453,0.9,0.0
4454,0.85,1.95
4455,0.8,0.0
4456,0.95,0.0
4457,0.95,0.0
4458,1.0,0.0
4459,0.9,0.95
4460,0.55,1.3
4461,0.9,0.2
4462,0.95,1.65
4463,0.85,0.0
4464,0.75,0.95
4465,0.85,1.4
4466,1.0,0.0
4467,0.95,0.5
4468,1.0,1.65
4469,0.75,0.0
4470,0.9,1.2
4471,1.0,0.8
4472,1.0,0.0
4473,0.85,1.7
4474,0.95,0.0
4475,0.9,0.0
4476,0.9,0.0
4477,1.0,1.3
4478,0.9,0.0
4479,0.8,1.35
4480,0.5,1.0
4481,0.75,1.05
4482,0.95,1.05
4483,0.9,0.0
4484,1.0,0.05
4485,0.5,0.25
4486,0.95,0.0
4487,0.95,1.45
4488,1.0,1.6
4489,0.9,0.0
4490,0.8,0.0
4491,1.0,1.8
4492,1.0,0.0
4493,0.85,0.55
4494,1.0,1.65
4495,0.85,0.95
4496,1.0,0.7
4497,0.9,1.35
4498,0.85,1.0
4499,0.8,0.0
4500,0.95,1.75
4501,0.9,0.8
4502,1.0,1.05
4503,1.0,0.75
4504,1.0,0.0
4505,1.0,0.7
4506,0.75,0.0
4507,1.0,0.0
4508,1.0,0.0
4509,0.55,1.7
4510,0.95,0.35
4511,0.75,0.9
4512,0.95,0.0
4513,1.0,1.4
4514,0.75,1.7
4515,0.7,0.0
4516,0.7,0.0
4517,0.95,0.55
4518,0.9,0.4
4519,0.85,0.0
4520,0.95,0.85
4521,1.0,1.5
4522,0.3,0.0
4523,0.8,0.7
4524,1.0,1.45
4525,0.8,0.05
4526,0.8,0.0
4527,0.85,0.6
4528,1.0,0.15
4529,0.95,1.05
4530,1.0,1.5
4531,1.0,1.65
4532,0.9,1.65
4533,0.7,0.15
4534,1.0,0.9
4535,0.95,0.75
4536,1.0,0.0
4537,0.9,1.25
4538,0.95,0.95
4539,0.75,0.25
4540,0.7,1.65
4541,0.95,1.8
4542,0.6,0.05
4543,0.35,0.3
4544,0.85,0.4
4545,0.75,1.65
4546,0.95,1.35
4547,0.95,0.8
4548,0.45,0.3
4549,0.75,1.85
4550,0.35,0.0
4551,1.0,1.5
4552,,0.0
4553,,0.0
4554,0.8,0.0
4555,0.95,0.95
4556,1.0,0.0
4557,0.9,0.0
4558,0.95,0.1
4559,0.5,0.0
4560,1.0,1.75
4561,0.85,0.0
4562,1.0,0.0
4563,0.95,1.6
4564,0.85,0.0
4565,1.0,0.45
4566,0.75,1.65
4567,1.0,0.0
4568,1.0,1.35
4569,1.0,0.6
4570,0.8,0.7
4571,1.0,0.5
4572,0.7,1.55
4573,1.0,1.85
4574,,0.0
4575,0.94,0.88
4576,,0.0
4577,,0.0
4578,,0.0
4579,,0.0
4580,,0.0
4581,1.0,2.12
4582,1.0,0.0
4583,0.18,2.12
4584,1.0,0.0
4585,1.0,1.76
4586,0.71,0.0
4587,0.88,0.53
4588,1.0,1.94
4589,0.88,0.53
4590,0.94,0.0
4591,0.88,0.94
4592,0.71,0.88
4593,1.0,0.0
4594,1.0,0.12
4595,0.76,0.0
4596,1.0,1.94
4597,1.0,0.76
4598,,0.0
4599,,0.0
4600,,0.0
4601,,0.0
4602,,0.0
4603,,0.0
4604,,0.0
4605,,0.0
4606,,0.0
4607,,0.0
4608,1.0,1.24
4609,1.0,0.29
4610,0.82,0.24
4611,,0.0
4612,0.82,1.41
4613,0.53,0.12
4614,0.88,1.76
4615,0.82,0.29
4616,0.76,2.0
4617,0.94,0.47
4618,0.82,0.41
4619,0.53,2.06
4620,0.29,0.0
4621,1.0,1.12
4622,0.82,1.12
4623,0.82,2.06
4624,0.35,1.82
4625,0.88,1.06
4626,1.0,1.12
4627,1.0,2.18
4628,0.82,1.0
4629,1.0,0.0
4630,0.47,0.0
4631,0.94,1.71
4632,1.0,1.76
4633,0.65,0.35
4634,0.71,0.88
4635,0.94,2.0
4636,0.88,0.76
4637,0.82,1.88
4638,0.53,0.59
4639,0.94,0.12
4640,1.0,0.29
4641,1.0,0.0
4642,0.94,0.65
4643,0.41,0.76
4644,0.12,0.0
4645,0.47,0.0
4646,0.94,1.47
4647,0.24,0.0
4648,0.94,0.47
4649,1.0,0.0
4650,0.94,1.12
4651,0.59,0.0
4652,1.0,0.0
4653,0.88,0.0
4654,1.0,0.0
4655,0.76,1.76
4656,0.82,0.12
4657,1.0,0.0
4658,0.47,0.0
4659,1.0,0.88
4660,0.76,0.0
4661,1.0,2.18
4662,0.88,1.41
4663,0.82,2.0
4664,0.76,1.88
4665,1.0,1.76
4666,0.94,1.71
4667,0.76,0.94
4668,1.0,0.0
4669,0.59,0.0
4670,0.06,0.0
4671,0.59,0.0
4672,0.47,0.0
4673,0.12,0.0
4674,0.12,0.59
4675,0.71,0.0
4676,0.65,1.53
4677,0.59,0.0
4678,0.94,1.24
4679,0.76,0.0
4680,0.88,0.0
4681,0.76,0.06
4682,0.71,0.0
4683,0.71,0.0
4684,0.88,0.24
4685,0.59,1.0
4686,0.82,1.82
4687,1.0,1.82
4688,1.0,1.82
4689,1.0,1.82
4690,1.0,1.59
4691,1.0,1.59
4692,0.76,2.06
4693,0.76,2.06
4694,0.65,0.41
4695,0.65,0.53
4696,1.0,2.24
4697,0.71,0.0
4698,0.41,0.0
4699,0.94,1.82
4700,0.94,0.0
4701,1.0,0.0
4702,1.0,0.0
4703,1.0,0.0
4704,1.0,0.82
4705,0.88,1.47
4706,0.71,0.0
4707,0.88,1.94
4708,0.82,0.0
4709,0.88,0.53
4710,0.94,2.0
4711,1.0,0.24
4712,0.82,0.24
4713,1.0,1.65
4714,1.0,0.0
4715,1.0,1.0
4716,1.0,1.53
4717,0.94,0.0
4718,0.71,1.53
4719,0.47,0.0
4720,0.94,0.88
4721,1.0,1.12
4722,0.82,1.29
4723,0.53,0.0
4724,0.94,1.88
4725,1.0,1.59
4726,1.0,1.35
4727,1.0,1.29
4728,0.94,0.0
4729,1.0,0.0
4730,0.59,0.71
4731,0.88,0.0
4732,0.29,1.82
4733,0.94,1.88
4734,1.0,0.0
4735,0.94,1.29
4736,1.0,1.41
4737,1.0,0.0
4738,0.82,0.18
4739,1.0,1.47
4740,1.0,2.0
4741,0.82,0.47
4742,0.94,1.47
4743,0.76,0.88
4744,0.76,0.0
4745,1.0,1.65
4746,1.0,0.71
4747,1.0,0.88
4748,1.0,0.0
4749,1.0,1.06
4750,0.76,0.0
4751,0.94,0.0
4752,1.0,0.0
4753,0.76,2.12
4754,0.82,0.41
4755,0.76,0.0
4756,1.0,0.0
4757,1.0,1.53
4758,0.35,2.0
4759,1.0,0.06
4760,0.94,0.0
4761,1.0,0.71
4762,0.94,1.0
4763,1.0,0.18
4764,0.94,0.24
4765,1.0,1.94
4766,0.18,0.0
4767,0.88,0.0
4768,1.0,1.06
4769,0.94,0.76
4770,0.94,0.47
4771,0.88,0.71
4772,1.0,1.59
4773,1.0,1.12
4774,0.94,2.12
4775,1.0,2.0
4776,0.94,1.24
4777,0.88,0.24
4778,0.88,1.47
4779,0.88,0.94
4780,1.0,0.0
4781,1.0,1.29
4782,0.94,1.53
4783,0.88,0.47
4784,0.65,1.94
4785,0.82,1.65
4786,0.76,0.12
4787,0.41,0.82
4788,0.53,0.0
4789,0.82,1.71
4790,1.0,1.82
4791,1.0,0.24
4792,0.82,0.41
4793,0.94,1.59
4794,0.82,0.0
4795,1.0,2.18
4796,,0.0
4797,,0.0
4798,1.0,0.0
4799,1.0,0.0
4800,0.94,1.0
4801,0.88,0.0
4802,0.82,0.12
4803,0.47,0.0
4804,1.0,1.76
4805,1.0,0.0
4806,0.94,0.0
4807,0.76,1.82
4808,0.88,0.0
4809,0.94,0.24
4810,0.41,1.82
4811,1.0,0.0
4812,1.0,1.76
4813,1.0,1.41
4814,0.65,0.59
4815,0.35,0.0
4816,1.0,0.0
4817,1.0,1.35
4818,1.0,2.0
4819,,0.0
4820,0.92,1.15
4821,,0.0
4822,,0.0
4823,,0.0
4824,,0.0
4825,,0.0
4826,1.0,1.69
4827,0.85,0.0
4828,0.08,2.54
4829,0.92,0.0
4830,1.0,1.62
4831,0.54,0.0
4832,1.0,0.31
4833,0.85,2.54
4834,0.54,0.54
4835,0.85,0.0
4836,1.0,0.0
4837,0.69,1.15
4838,1.0,0.0
4839,1.0,0.0
4840,0.85,0.0
4841,0.92,1.23
4842,1.0,0.0
4843,,0.0
4844,,0.0
4845,,0.0
4846,,0.0
4847,,0.0
4848,,0.0
4849,,0.0
4850,,0.0
4851,,0.0
4852,,0.0
4853,1.0,1.15
4854,1.0,0.0
4855,0.77,0.0
4856,,0.0
4857,1.0,2.23
4858,1.0,0.0
4859,1.0,0.62
4860,0.92,0.62
4861,0.85,2.15
4862,0.92,1.46
4863,1.0,1.31
4864,0.77,2.0
4865,0.85,0.62
4866,0.92,1.15
4867,1.0,1.0
4868,0.85,2.62
4869,0.15,2.54
4870,1.0,0.92
4871,1.0,0.15
4872,0.92,2.54
4873,1.0,0.77
4874,1.0,0.31
4875,0.77,0.0
4876,0.85,1.54
4877,1.0,1.08
4878,0.92,0.54
4879,1.0,1.46
4880,1.0,2.23
4881,1.0,0.31
4882,0.85,1.31
4883,0.69,0.0
4884,1.0,0.08
4885,1.0,0.38
4886,0.69,0.0
4887,1.0,0.62
4888,0.31,0.0
4889,0.69,0.77
4890,0.69,1.38
4891,1.0,1.85
4892,0.69,0.0
4893,1.0,0.31
4894,1.0,0.0
4895,1.0,0.23
4896,1.0,0.0
4897,0.62,0.0
4898,0.92,0.0
4899,1.0,0.0
4900,1.0,2.15
4901,0.77,0.0
4902,0.85,0.85
4903,0.92,0.0
4904,0.08,0.0
4905,1.0,0.62
4906,0.46,0.0
4907,1.0,1.92
4908,0.92,2.15
4909,1.0,0.54
4910,0.92,2.23
4911,1.0,0.23
4912,0.92,1.85
4913,0.92,2.23
4914,1.0,0.0
4915,0.85,0.0
4916,0.08,0.0
4917,0.85,0.0
4918,0.62,0.0
4919,0.08,0.0
4920,0.38,0.62
4921,1.0,0.0
4922,0.92,2.08
4923,0.38,0.0
4924,1.0,1.31
4925,0.85,0.62
4926,0.38,0.0
4927,0.92,0.0
4928,0.92,0.0
4929,0.69,0.15
4930,0.85,0.08
4931,0.46,1.31
4932,0.38,1.08
4933,0.92,1.15
4934,0.92,1.15
4935,0.92,1.15
4936,1.0,1.77
4937,0.85,1.85
4938,0.54,0.0
4939,1.0,2.15
4940,0.92,0.0
4941,0.38,0.0
4942,1.0,2.08
4943,0.92,0.0
4944,1.0,0.0
4945,0.85,0.0
4946,1.0,0.0
4947,1.0,1.08
4948,1.0,0.77
4949,0.92,0.0
4950,1.0,1.38
4951,0.92,0.0
4952,0.92,0.77
4953,1.0,1.08
4954,1.0,0.0
4955,0.92,0.38
4956,1.0,2.08
4957,1.0,0.0
4958,1.0,0.0
4959,1.0,1.0
4960,1.0,0.0
4961,0.92,1.23
4962,0.85,0.0
4963,0.92,0.38
4964,1.0,0.62
4965,1.0,0.54
4966,0.92,0.0
4967,0.62,1.69
4968,1.0,1.31
4969,1.0,1.23
4970,1.0,0.0
4971,1.0,0.0
4972,1.0,0.31
4973,0.62,0.46
4974,1.0,0.08
4975,1.0,2.15
4976,1.0,1.15
4977,0.92,0.0
4978,1.0,1.69
4979,0.92,1.54
4980,1.0,0.0
4981,0.69,0.0
4982,1.0,0.08
4983,1.0,1.54
4984,0.92,0.38
4985,0.92,1.0
4986,1.0,0.0
4987,0.69,0.0
4988,0.92,1.92
4989,1.0,0.23
4990,1.0,1.31
4991,0.92,0.0
4992,0.92,1.0
4993,1.0,0.0
4994,1.0,0.0
4995,1.0,0.0
4996,0.92,2.15
4997,0.77,0.31
4998,0.85,0.38
4999,1.0,0.0
5000,1.0,2.08
5001,0.77,2.46
5002,1.0,0.0
5003,1.0,0.0
5004,1.0,0.92
5005,1.0,0.0
5006,1.0,0.38
5007,0.92,0.0
5008,0.92,0.85
5009,0.62,0.0
5010,0.77,0.0
5011,1.0,1.08
5012,0.85,0.0
5013,0.92,0.0
5014,1.0,0.23
5015,0.77,0.0
5016,1.0,1.08
5017,0.92,1.92
5018,1.0,2.62
5019,0.85,1.46
5020,1.0,0.0
5021,1.0,1.31
5022,1.0,0.92
5023,1.0,0.0
5024,1.0,1.08
5025,1.0,1.54
5026,0.46,0.15
5027,0.92,1.92
5028,1.0,1.77
5029,0.46,0.31
5030,0.46,0.0
5031,0.85,0.08
5032,1.0,1.92
5033,1.0,1.0
5034,1.0,0.38
5035,0.85,0.31
5036,0.92,2.0
5037,1.0,0.0
5038,1.0,2.15
5039,,0.0
5040,,0.0
5041,0.77,0.0
5042,0.92,1.69
5043,1.0,1.77
5044,0.85,0.0
5045,0.69,0.0
5046,0.46,0.0
5047,0.92,1.77
5048,1.0,0.0
5049,0.92,0.0
5050,1.0,1.85
5051,1.0,0.0
5052,1.0,0.54
5053,0.77,1.85
5054,0.85,0.0
5055,1.0,1.85
5056,1.0,0.69
5057,0.92,0.54
5058,1.0,0.0
5059,1.0,0.54
5060,0.62,2.54
5061,0.85,1.54
5062,,0.0
5063,,0.0
5064,,0.0
5065,,0.0
5066,,0.0
5067,1.0,0.71
5068,0.94,0.94
5069,0.94,0.0
5070,0.88,0.0
5071,1.0,0.0
5072,0.88,1.47
5073,0.88,0.18
5074,1.0,0.0
5075,1.0,0.71
5076,0.71,2.24
5077,1.0,1.06
5078,0.88,0.0
5079,0.71,1.53
5080,1.0,0.53
5081,1.0,0.94
5082,0.53,0.0
5083,1.0,0.0
5084,,0.0
5085,,0.0
5086,,0.0
5087,0.71,0.0
5088,0.41,0.0
5089,,0.0
5090,,0.0
5091,,0.0
5092,0.82,0.0
5093,0.94,0.59
5094,0.82,0.0
5095,,0.0
5096,0.94,1.06
5097,0.59,1.76
5098,0.82,2.35
5099,1.0,0.0
5100,0.94,1.76
5101,1.0,0.0
5102,1.0,0.0
5103,0.59,2.29
5104,1.0,0.0
5105,1.0,1.18
5106,0.82,1.12
5107,0.82,1.76
5108,1.0,0.12
5109,0.71,0.24
5110,0.53,0.0
5111,0.76,0.0
5112,0.59,0.0
5113,1.0,1.41
5114,0.82,0.0
5115,1.0,0.0
5116,1.0,1.59
5117,0.47,0.0
5118,1.0,0.88
5119,0.59,1.82
5120,0.82,0.0
5121,0.94,2.06
5122,0.94,2.12
5123,0.59,1.12
5124,1.0,0.65
5125,0.94,2.76
5126,0.82,1.35
5127,1.0,0.0
5128,0.71,1.35
5129,1.0,0.0
5130,0.47,0.0
5131,0.18,0.0
5132,1.0,1.06
5133,0.94,2.06
5134,0.94,0.41
5135,,0.0
5136,0.88,0.0
5137,1.0,1.24
5138,0.12,0.47
5139,0.12,0.18
5140,1.0,0.0
5141,1.0,1.47
5142,0.94,1.0
5143,0.82,0.0
5144,0.65,0.65
5145,0.41,0.0
5146,0.65,1.53
5147,1.0,2.12
5148,0.35,0.18
5149,1.0,2.24
5150,0.88,0.41
5151,1.0,0.06
5152,1.0,2.24
5153,0.71,0.0
5154,0.65,0.0
5155,0.76,0.0
5156,0.82,0.0
5157,0.53,0.41
5158,1.0,0.0
5159,0.82,0.18
5160,0.06,2.0
5161,0.76,0.0
5162,0.35,1.18
5163,0.35,0.0
5164,0.88,0.0
5165,0.88,0.0
5166,1.0,0.12
5167,0.94,0.06
5168,0.76,0.53
5169,1.0,1.59
5170,0.65,0.0
5171,0.88,0.35
5172,0.71,0.0
5173,1.0,0.06
5174,1.0,0.94
5175,1.0,2.12
5176,0.53,0.29
5177,0.88,0.12
5178,1.0,0.35
5179,1.0,0.0
5180,0.76,0.0
5181,1.0,1.76
5182,1.0,0.0
5183,0.88,0.94
5184,1.0,0.0
5185,0.76,0.0
5186,0.94,1.94
5187,1.0,0.0
5188,1.0,0.18
5189,0.24,0.0
5190,0.59,0.29
5191,0.53,0.0
5192,0.88,1.41
5193,0.94,1.65
5194,0.88,0.76
5195,0.53,0.0
5196,0.65,0.0
5197,0.94,0.47
5198,0.12,1.76
5199,0.76,0.0
5200,1.0,0.71
5201,0.65,2.06
5202,0.53,0.0
5203,0.94,0.71
5204,1.0,1.18
5205,0.88,0.53
5206,0.59,0.0
5207,1.0,0.71
5208,0.88,0.0
5209,0.41,2.12
5210,0.94,1.41
5211,0.82,1.0
5212,0.53,0.0
5213,0.12,1.76
5214,0.94,0.71
5215,0.88,0.0
5216,0.94,0.41
5217,0.41,0.47
5218,0.76,0.71
5219,0.41,1.65
5220,0.65,0.0
5221,1.0,0.29
5222,0.47,0.0
5223,1.0,0.0
5224,0.94,0.0
5225,0.71,0.0
5226,1.0,2.35
5227,0.65,2.18
5228,0.65,0.0
5229,1.0,0.0
5230,1.0,1.47
5231,0.88,0.0
5232,1.0,0.29
5233,1.0,0.0
5234,0.71,0.0
5235,0.35,0.0
5236,0.59,1.94
5237,0.88,0.76
5238,0.82,0.12
5239,0.88,0.0
5240,0.88,0.0
5241,0.82,1.71
5242,1.0,2.12
5243,0.88,1.29
5244,0.82,2.18
5245,0.88,2.65
5246,0.94,1.82
5247,0.88,0.12
5248,1.0,1.24
5249,0.24,2.24
5250,0.47,1.82
5251,0.71,0.0
5252,1.0,0.88
5253,0.65,1.88
5254,0.76,1.35
5255,0.41,0.06
5256,0.94,1.94
5257,1.0,0.0
5258,1.0,0.35
5259,0.71,0.0
5260,0.71,0.65
5261,0.94,0.0
5262,1.0,2.06
5263,1.0,1.06
5264,0.88,1.47
5265,1.0,1.94
5266,0.82,0.35
5267,1.0,1.29
5268,0.94,0.0
5269,,0.0
5270,,0.0
5271,1.0,1.29
5272,0.94,1.76
5273,0.82,1.71
5274,0.65,2.12
5275,0.65,1.12
